<<<<<<< HEAD
Ship_Type,DWT,Engine_Power_kW,Design_Speed,Avg_Speed_Knots,Distance_NM,Draft_Percentage,Wind_Beaufort,Wave_Height_m,Current_Speed_Knots,Current_Direction,Season,Fuel_Consumption_Tons
Tanker,325846,227396,1506.9,211.0,15.0,63,Moderate,2-Stroke,224738,162.5,Fixed Pitch,4710,11.5,Constant,Southwest Monsoon,9,Following,4.0,0.3,Following,VLSFO,0.0,6800.85
Tanker,313964,239514,1488.0,207.2,16.5,64,Clean,2-Stroke,244895,168.5,Fixed Pitch,5839,9.2,Constant,Inter-Monsoon,9,Head,4.2,1.0,Following,VLSFO,0.0,6172.65
LNG,73683,65427,785.9,109.6,18.3,83,Clean,2-Stroke,132717,162.3,Fixed Pitch,4823,12.4,Variable,Inter-Monsoon,7,Quartering,3.3,2.3,Beam,HFO,8.1,3438.51
Container,202952,168004,1229.0,171.5,22.0,78,Moderate,2-Stroke,392662,175.3,Fixed Pitch,2760,17.5,Variable,Southwest Monsoon,2,Head,1.0,1.0,Beam,VLSFO,5.2,6153.98
Bulker,63654,39787,729.3,104.8,12.6,69,Clean,2-Stroke,56104,164.6,Fixed Pitch,7060,6.5,Variable,Southwest Monsoon,5,Beam,2.3,0.7,Following,HFO,1.5,1864.88
LNG,66967,63825,741.2,102.7,16.8,91,Clean,2-Stroke,113054,161.2,Fixed Pitch,3716,14.5,Constant,Southwest Monsoon,4,Quartering,2.4,1.9,Beam,VLSFO,0.0,3486.19
LNG,100390,91118,892.2,123.8,17.2,74,Moderate,2-Stroke,158487,173.4,Fixed Pitch,1709,12.3,Constant,Inter-Monsoon,3,Quartering,1.2,2.6,Following,MGO,0.0,1054.07
LNG,61357,53694,707.0,99.3,17.7,58,Clean,2-Stroke,125042,163.4,Fixed Pitch,1972,14.8,Variable,Inter-Monsoon,1,Head,0.6,2.1,Following,HFO,5.8,989.61
Tanker,310094,208810,1476.1,206.3,13.5,74,Moderate,2-Stroke,169344,168.4,Fixed Pitch,1842,7.4,Constant,Inter-Monsoon,7,Head,3.2,1.7,Following,HFO,0.0,1403.05
LNG,76003,63361,787.9,109.8,18.6,93,Heavy,2-Stroke,141469,162.4,Fixed Pitch,815,10.6,Constant,Inter-Monsoon,9,Quartering,4.6,0.0,Following,MGO,0.0,659.41
Container,109290,90167,929.6,130.0,19.5,58,Moderate,2-Stroke,222018,156.2,Fixed Pitch,2860,17.5,Constant,Southwest Monsoon,9,Beam,4.6,2.2,Following,VLSFO,0.0,2839.01
Container,123216,92264,987.9,137.8,20.4,95,Clean,2-Stroke,233750,160.6,Controllable Pitch,3370,15.8,Constant,Northeast Monsoon,9,Quartering,4.6,1.3,Following,HFO,0.0,4059.83
Bulker,110422,62297,933.2,130.8,13.2,75,Moderate,2-Stroke,84162,155.5,Fixed Pitch,3493,10.0,Constant,Southwest Monsoon,8,Beam,3.9,2.9,Following,VLSFO,0.0,1264.49
LNG,83909,68764,824.1,114.5,19.9,61,Moderate,2-Stroke,188483,166.8,Fixed Pitch,3329,10.5,Constant,Northeast Monsoon,1,Head,0.3,0.1,Head,VLSFO,0.0,2285.7
Ro-Ro,46296,49849,625.8,86.0,18.6,89,Clean,2-Stroke,105337,163.2,Fixed Pitch,2146,11.0,Variable,Inter-Monsoon,4,Head,2.1,1.8,Following,HFO,0.8,880.99
Ro-Ro,25166,27690,475.5,67.7,17.6,87,Clean,2-Stroke,61161,169.6,Fixed Pitch,1327,14.8,Constant,Inter-Monsoon,3,Following,1.3,2.7,Beam,HFO,0.0,648.93
Container,128090,92625,995.6,140.7,22.6,64,Clean,2-Stroke,366686,163.3,Fixed Pitch,2206,17.2,Variable,Northeast Monsoon,6,Beam,3.0,0.0,Following,HFO,9.6,3376.42
Bulker,183442,109176,1175.0,164.5,14.6,58,Clean,2-Stroke,148254,158.9,Fixed Pitch,911,11.6,Variable,Southwest Monsoon,4,Beam,2.3,0.9,Beam,HFO,8.0,924.22
Ro-Ro,26145,29209,486.7,67.5,21.0,59,Clean,2-Stroke,111005,167.6,Fixed Pitch,3141,17.5,Constant,Southwest Monsoon,8,Beam,4.1,0.2,Beam,MGO,0.0,1799.72
Ro-Ro,46543,50670,632.0,88.3,20.6,57,Heavy,2-Stroke,157731,168.8,Fixed Pitch,4577,14.2,Constant,Northeast Monsoon,8,Quartering,4.0,2.8,Beam,HFO,0.0,3495.91
Tanker,280066,206394,1412.7,198.5,15.7,57,Clean,2-Stroke,210878,169.2,Fixed Pitch,1091,11.1,Variable,Inter-Monsoon,6,Head,2.8,1.4,Beam,HFO,8.4,1442.12
LNG,93555,84246,862.5,122.0,18.6,81,Moderate,2-Stroke,172453,156.1,Controllable Pitch,6680,16.8,Constant,Inter-Monsoon,9,Quartering,4.5,0.3,Following,VLSFO,0.0,8747.63
Tanker,120673,78048,968.0,135.3,17.0,59,Moderate,2-Stroke,160806,162.8,Fixed Pitch,5197,15.2,Constant,Inter-Monsoon,8,Beam,4.0,3.0,Beam,HFO,0.0,6345.52
Ro-Ro,39708,47102,582.7,82.6,16.3,52,Clean,2-Stroke,68034,168.5,Fixed Pitch,7365,9.2,Constant,Southwest Monsoon,8,Beam,4.0,2.5,Following,VLSFO,0.0,1551.54
Bulker,199658,123310,1219.8,171.5,15.6,91,Clean,2-Stroke,177525,160.2,Fixed Pitch,7125,12.7,Variable,Southwest Monsoon,2,Quartering,1.0,1.1,Following,HFO,9.5,7517.59
LNG,60521,58092,702.9,98.3,17.7,59,Clean,2-Stroke,122392,164.8,Fixed Pitch,7147,16.1,Variable,Inter-Monsoon,9,Following,4.4,1.1,Head,MGO,1.6,6850.61
Ro-Ro,53847,56683,664.6,93.7,16.1,56,Moderate,2-Stroke,81773,165.4,Fixed Pitch,7869,10.9,Constant,Southwest Monsoon,6,Following,3.2,0.8,Head,HFO,0.0,3626.85
Tanker,84947,62258,820.6,113.9,14.2,83,Moderate,2-Stroke,79159,163.8,Fixed Pitch,5037,9.4,Constant,Southwest Monsoon,6,Beam,3.3,2.7,Following,HFO,0.0,1448.16
LNG,80388,70476,804.0,111.5,19.0,78,Clean,2-Stroke,156689,164.3,Fixed Pitch,7607,13.2,Constant,Inter-Monsoon,8,Quartering,4.1,0.4,Following,VLSFO,0.0,6155.95
Container,104982,79464,913.6,130.3,22.0,83,Clean,2-Stroke,277883,150.6,Fixed Pitch,6411,15.1,Variable,Inter-Monsoon,8,Beam,4.2,2.0,Head,LNG,4.1,9746.07
Tanker,139068,107048,1034.0,143.5,13.4,62,Clean,2-Stroke,100266,175.1,Fixed Pitch,3364,8.6,Constant,Northeast Monsoon,2,Quartering,0.9,2.0,Beam,VLSFO,0.0,2146.83
Ro-Ro,53885,64219,679.0,94.8,20.7,87,Moderate,2-Stroke,146010,163.0,Fixed Pitch,2891,16.3,Constant,Southwest Monsoon,5,Quartering,2.3,1.5,Following,MGO,0.0,2023.95
Container,55071,47708,669.7,95.4,20.6,98,Clean,2-Stroke,147084,165.0,Controllable Pitch,1411,18.0,Variable,Northeast Monsoon,2,Quartering,0.9,1.3,Following,MGO,2.4,1173.35
Ro-Ro,48326,49207,635.6,85.8,18.0,76,Moderate,2-Stroke,116138,161.3,Fixed Pitch,2046,9.1,Constant,Inter-Monsoon,3,Beam,1.6,1.3,Head,HFO,0.0,1301.47
LNG,115159,107630,945.8,133.1,19.6,73,Heavy,2-Stroke,235105,152.4,Controllable Pitch,5566,12.0,Variable,Inter-Monsoon,5,Beam,2.5,1.4,Following,HFO,2.2,4780.08
Tanker,297051,207887,1449.6,202.2,14.5,81,Moderate,2-Stroke,196839,164.2,Fixed Pitch,3880,11.8,Variable,Southwest Monsoon,3,Quartering,1.6,2.3,Head,VLSFO,5.9,9515.4
Container,157656,127020,1092.0,152.4,22.6,92,Clean,2-Stroke,403373,173.6,Fixed Pitch,5096,19.0,Variable,Southwest Monsoon,6,Following,3.0,2.4,Beam,VLSFO,8.1,11297.03
Tanker,369434,268118,1601.2,224.6,14.3,59,Moderate,2-Stroke,194739,173.9,Controllable Pitch,6897,11.1,Variable,Southwest Monsoon,6,Beam,3.3,2.3,Beam,HFO,0.8,9578.75
Bulker,112508,62253,944.2,133.8,13.0,80,Clean,2-Stroke,81512,159.3,Fixed Pitch,4736,10.1,Constant,Northeast Monsoon,8,Quartering,3.9,1.9,Following,MGO,0.0,2288.59
Bulker,42779,27425,607.9,85.5,15.9,64,Clean,2-Stroke,72342,164.0,Controllable Pitch,1936,12.2,Constant,Northeast Monsoon,1,Following,0.6,2.5,Following,VLSFO,0.0,565.2
Container,176741,131934,1151.2,162.2,19.8,57,Moderate,2-Stroke,268999,168.2,Fixed Pitch,6156,16.9,Constant,Inter-Monsoon,8,Head,4.2,0.2,Head,VLSFO,0.0,12105.76
Tanker,116018,87295,955.2,135.5,14.9,85,Moderate,2-Stroke,118024,160.9,Fixed Pitch,2012,11.7,Constant,Southwest Monsoon,2,Quartering,1.0,0.3,Beam,VLSFO,0.0,1814.16
Tanker,324754,239050,1505.3,210.4,13.6,94,Clean,2-Stroke,155156,159.3,Fixed Pitch,689,9.9,Variable,Inter-Monsoon,5,Head,2.3,1.9,Following,HFO,1.5,738.96
Bulker,295424,160583,1445.7,202.0,15.5,70,Clean,2-Stroke,219302,162.7,Fixed Pitch,2790,10.4,Constant,Northeast Monsoon,5,Quartering,2.6,0.0,Beam,MGO,0.0,3587.69
Tanker,210492,144275,1236.1,172.7,13.8,82,Clean,2-Stroke,131907,163.4,Fixed Pitch,1284,7.2,Constant,Inter-Monsoon,8,Head,4.3,2.2,Following,VLSFO,0.0,730.2
Bulker,38214,20957,574.7,80.8,12.2,98,Clean,2-Stroke,37349,168.0,Controllable Pitch,4344,9.6,Constant,Southwest Monsoon,9,Quartering,4.8,0.1,Beam,HFO,0.0,1955.51
LNG,105687,92062,917.0,129.2,16.3,65,Moderate,2-Stroke,145801,157.3,Fixed Pitch,4532,11.5,Constant,Southwest Monsoon,2,Beam,0.6,1.5,Head,HFO,0.0,4718.43
Tanker,54599,34827,679.5,95.0,15.4,60,Heavy,2-Stroke,75648,157.4,Fixed Pitch,4760,9.9,Constant,Southwest Monsoon,3,Beam,1.2,1.4,Following,VLSFO,0.0,1540.95
Container,198706,147512,1218.1,170.6,22.4,96,Clean,2-Stroke,464317,155.9,Fixed Pitch,7614,12.5,Constant,Inter-Monsoon,4,Following,1.9,1.3,Head,HFO,0.0,15414.69
Container,181002,141706,1163.4,160.4,18.7,68,Moderate,2-Stroke,243606,169.3,Controllable Pitch,3536,13.9,Constant,Southwest Monsoon,1,Quartering,0.9,0.1,Head,HFO,0.0,4540.4
Container,100108,86946,886.4,124.6,23.3,66,Moderate,2-Stroke,309396,162.7,Fixed Pitch,1720,12.6,Constant,Northeast Monsoon,4,Beam,2.0,1.6,Following,HFO,0.0,1454.09
Ro-Ro,37149,38088,562.8,77.9,18.2,57,Heavy,2-Stroke,96720,163.1,Fixed Pitch,2254,12.1,Variable,Inter-Monsoon,1,Quartering,0.6,0.9,Beam,VLSFO,1.9,960.03
LNG,116260,107334,959.2,135.0,19.5,96,Clean,2-Stroke,211015,165.0,Controllable Pitch,6891,12.2,Variable,Southwest Monsoon,4,Beam,1.9,0.2,Head,HFO,3.5,7587.0
Bulker,177108,105313,1151.8,162.2,15.2,92,Moderate,2-Stroke,163073,164.8,Fixed Pitch,2590,10.9,Constant,Northeast Monsoon,5,Beam,2.4,1.9,Following,HFO,0.0,2097.18
LNG,116070,108925,942.2,131.5,19.8,60,Clean,2-Stroke,211660,162.4,Fixed Pitch,5519,12.1,Variable,Southwest Monsoon,8,Quartering,4.2,0.2,Head,VLSFO,8.3,4889.27
Ro-Ro,55568,67008,677.4,94.5,19.9,61,Clean,2-Stroke,157966,163.9,Controllable Pitch,3070,15.0,Constant,Southwest Monsoon,7,Head,3.7,2.3,Beam,VLSFO,0.0,2867.74
Container,112762,97463,935.2,131.6,22.0,99,Moderate,2-Stroke,285855,154.7,Fixed Pitch,6530,11.6,Constant,Northeast Monsoon,9,Head,4.2,1.0,Following,VLSFO,0.0,7243.95
Bulker,91311,54423,853.4,119.6,12.3,93,Clean,2-Stroke,57331,169.5,Fixed Pitch,1055,9.5,Constant,Inter-Monsoon,3,Following,1.7,1.1,Beam,HFO,0.0,619.77
Bulker,142344,84708,1044.7,144.3,15.7,85,Moderate,2-Stroke,139583,169.7,Fixed Pitch,4409,12.2,Constant,Southwest Monsoon,5,Quartering,2.3,0.6,Following,VLSFO,0.0,4237.62
Tanker,115681,87668,947.1,131.8,15.9,74,Moderate,2-Stroke,123537,176.2,Controllable Pitch,5459,13.9,Constant,Inter-Monsoon,3,Head,1.4,2.2,Beam,HFO,0.0,6373.04
Ro-Ro,32661,37378,539.9,78.0,17.0,66,Clean,2-Stroke,80566,164.4,Fixed Pitch,5262,11.2,Constant,Northeast Monsoon,6,Beam,2.9,0.6,Following,HFO,0.0,1877.08
Tanker,276854,201285,1400.4,196.7,15.1,60,Moderate,2-Stroke,179361,167.7,Fixed Pitch,2625,11.1,Variable,Northeast Monsoon,8,Following,4.0,1.8,Head,VLSFO,7.7,3854.1
Bulker,38303,24963,569.6,79.4,15.1,87,Clean,2-Stroke,61061,172.1,Fixed Pitch,5798,10.8,Constant,Southwest Monsoon,6,Quartering,2.8,0.5,Head,VLSFO,0.0,2987.1
LNG,81334,74027,817.5,114.0,18.8,72,Heavy,2-Stroke,176638,166.3,Fixed Pitch,1385,14.9,Constant,Inter-Monsoon,1,Quartering,0.6,1.5,Beam,HFO,0.0,1602.94
Bulker,290998,188293,1436.9,200.7,12.4,78,Moderate,2-Stroke,127441,157.1,Fixed Pitch,4519,8.4,Constant,Southwest Monsoon,9,Head,4.8,2.5,Beam,VLSFO,0.0,5444.43
Tanker,134483,91636,1011.9,140.7,15.4,56,Clean,2-Stroke,122310,174.4,Controllable Pitch,6251,12.4,Constant,Inter-Monsoon,7,Beam,3.5,0.2,Following,VLSFO,0.0,4890.15
Ro-Ro,16260,17388,394.0,53.5,18.4,61,Moderate,2-Stroke,55036,167.8,Fixed Pitch,3628,13.0,Variable,Northeast Monsoon,6,Beam,3.4,0.7,Following,VLSFO,3.0,887.09
Ro-Ro,32148,36289,527.3,74.5,16.4,70,Moderate,2-Stroke,69087,168.9,Fixed Pitch,2432,14.2,Constant,Northeast Monsoon,2,Quartering,0.8,0.5,Beam,VLSFO,0.0,1313.85
Bulker,162768,104227,1109.9,154.4,13.5,69,Heavy,2-Stroke,102688,157.5,Fixed Pitch,3661,12.7,Constant,Southwest Monsoon,8,Quartering,4.2,2.7,Beam,HFO,0.0,4231.81
Container,77899,58703,805.8,112.5,21.1,54,Moderate,2-Stroke,192730,164.1,Fixed Pitch,7034,17.0,Variable,Southwest Monsoon,1,Quartering,0.2,2.8,Beam,HFO,9.7,6109.37
Container,49355,39147,646.9,91.5,21.2,80,Clean,2-Stroke,173463,162.3,Controllable Pitch,4984,14.1,Constant,Northeast Monsoon,3,Following,1.4,0.9,Beam,HFO,0.0,3693.79
Tanker,315079,232701,1491.4,209.9,15.5,77,Moderate,2-Stroke,235229,165.4,Fixed Pitch,6074,10.4,Constant,Southwest Monsoon,1,Quartering,0.4,1.7,Following,VLSFO,0.0,5965.85
LNG,97713,90397,874.8,122.5,19.4,98,Clean,2-Stroke,178860,177.6,Controllable Pitch,3997,13.9,Constant,Southwest Monsoon,6,Beam,2.7,2.1,Following,LNG,0.0,3197.18
LNG,78854,67221,807.8,111.5,18.1,65,Heavy,2-Stroke,131657,171.4,Fixed Pitch,2564,16.9,Variable,Southwest Monsoon,7,Head,3.3,1.3,Head,VLSFO,4.9,3836.29
LNG,112046,99318,940.5,131.8,17.4,97,Moderate,2-Stroke,169628,170.6,Controllable Pitch,6347,10.5,Variable,Inter-Monsoon,2,Following,1.1,2.6,Following,MGO,8.0,3507.71
Ro-Ro,15427,16651,379.5,54.0,18.8,74,Heavy,2-Stroke,55350,160.3,Fixed Pitch,5034,9.9,Constant,Southwest Monsoon,5,Head,2.1,2.0,Beam,HFO,0.0,1227.63
Container,41836,30885,602.3,82.8,23.4,51,Moderate,2-Stroke,190064,160.9,Fixed Pitch,5575,12.2,Constant,Inter-Monsoon,7,Beam,3.8,1.1,Head,VLSFO,0.0,3542.0
Tanker,127192,87174,986.2,139.5,16.5,51,Heavy,2-Stroke,153855,162.8,Controllable Pitch,7972,9.1,Constant,Northeast Monsoon,9,Following,4.5,1.8,Following,VLSFO,0.0,3839.24
Bulker,214772,132121,1256.9,176.4,15.2,55,Clean,2-Stroke,160045,163.9,Fixed Pitch,4160,9.9,Constant,Inter-Monsoon,7,Following,3.6,2.7,Following,MGO,0.0,2179.27
Tanker,163180,115875,1105.2,155.1,14.4,57,Clean,2-Stroke,115278,162.9,Fixed Pitch,7259,12.3,Variable,Northeast Monsoon,7,Quartering,3.5,2.8,Beam,HFO,6.1,6477.67
Container,145534,108130,1055.7,145.7,20.8,51,Clean,2-Stroke,301424,162.7,Controllable Pitch,4988,18.0,Constant,Southwest Monsoon,5,Beam,2.8,1.2,Beam,VLSFO,0.0,7180.09
Tanker,178526,128309,1156.7,162.5,14.5,58,Moderate,2-Stroke,130199,157.3,Fixed Pitch,3719,9.6,Variable,Southwest Monsoon,3,Beam,1.4,0.7,Head,VLSFO,4.3,3027.12
Tanker,62914,40942,718.4,99.6,13.1,77,Clean,2-Stroke,61508,168.4,Fixed Pitch,3374,9.6,Constant,Inter-Monsoon,7,Head,3.5,1.5,Head,HFO,0.0,3037.48
Tanker,165849,111698,1121.8,156.7,15.6,53,Clean,2-Stroke,163013,161.5,Fixed Pitch,565,10.3,Constant,Northeast Monsoon,9,Beam,4.3,0.1,Following,VLSFO,0.0,568.98
Container,160964,116986,1100.1,153.8,24.7,53,Clean,2-Stroke,469779,166.4,Fixed Pitch,2406,21.0,Variable,Northeast Monsoon,3,Following,1.6,1.3,Head,LNG,0.0,5108.91
Bulker,215982,138711,1254.5,174.8,14.8,71,Clean,2-Stroke,163386,178.7,Fixed Pitch,3408,9.5,Variable,Inter-Monsoon,1,Beam,0.7,0.4,Beam,MGO,6.7,3189.35
Ro-Ro,17313,20567,397.5,55.2,20.7,81,Clean,2-Stroke,86423,172.0,Controllable Pitch,2439,14.9,Variable,Inter-Monsoon,9,Head,4.6,0.8,Following,VLSFO,9.1,1201.97
Tanker,118387,76179,953.9,133.0,14.6,84,Moderate,2-Stroke,117826,167.0,Controllable Pitch,7856,9.4,Constant,Northeast Monsoon,7,Following,3.6,0.7,Head,MGO,0.0,6923.31
Ro-Ro,24349,27207,475.0,65.6,19.3,69,Heavy,2-Stroke,88115,164.4,Fixed Pitch,3600,14.0,Constant,Inter-Monsoon,6,Head,2.8,2.9,Head,HFO,0.0,3160.25
Bulker,237414,149377,1319.0,184.0,15.1,78,Heavy,2-Stroke,197163,165.1,Fixed Pitch,5147,10.1,Variable,Northeast Monsoon,3,Quartering,1.7,1.4,Beam,MGO,1.0,6886.48
Bulker,155345,99612,1088.7,153.9,14.4,62,Heavy,2-Stroke,134772,166.1,Controllable Pitch,1583,8.5,Variable,Northeast Monsoon,1,Head,0.1,1.1,Following,HFO,8.0,902.75
Ro-Ro,30048,30386,514.4,70.4,17.4,93,Clean,2-Stroke,76356,163.8,Fixed Pitch,2284,9.4,Variable,Southwest Monsoon,9,Quartering,4.4,0.9,Beam,VLSFO,4.1,884.92
Ro-Ro,36120,38758,568.3,78.7,20.1,99,Heavy,2-Stroke,127155,174.2,Fixed Pitch,2732,15.8,Constant,Inter-Monsoon,1,Head,0.6,0.6,Following,HFO,0.0,2497.51
Ro-Ro,18563,19241,414.8,59.1,17.1,94,Moderate,2-Stroke,54491,170.8,Fixed Pitch,2368,10.0,Constant,Inter-Monsoon,6,Following,2.5,0.9,Head,HFO,0.0,818.86
Bulker,98781,55643,874.5,124.6,12.2,77,Heavy,2-Stroke,57740,165.5,Fixed Pitch,2530,9.2,Variable,Inter-Monsoon,5,Following,2.0,1.3,Head,HFO,7.4,1736.07
Tanker,64518,43917,728.4,101.2,16.6,75,Clean,2-Stroke,95096,157.2,Fixed Pitch,6191,9.0,Constant,Southwest Monsoon,5,Head,2.6,1.9,Beam,VLSFO,0.0,2983.86
Tanker,264429,195573,1377.4,194.2,16.4,69,Clean,2-Stroke,234612,155.4,Fixed Pitch,739,11.4,Variable,Southwest Monsoon,2,Quartering,1.3,2.0,Following,VLSFO,0.5,834.23
LNG,73509,65411,770.9,109.4,19.2,52,Moderate,2-Stroke,175666,165.7,Fixed Pitch,7374,15.1,Constant,Southwest Monsoon,2,Quartering,0.9,1.0,Head,VLSFO,0.0,7737.24
Bulker,109402,68014,918.8,130.9,14.0,62,Heavy,2-Stroke,99063,160.5,Fixed Pitch,7353,8.5,Variable,Northeast Monsoon,9,Head,4.4,2.2,Head,VLSFO,9.8,8120.61
Tanker,326966,219763,1514.2,212.4,13.4,63,Clean,2-Stroke,159358,169.8,Fixed Pitch,1270,11.0,Constant,Southwest Monsoon,9,Beam,4.2,2.8,Head,VLSFO,0.0,3198.11
Tanker,179582,135319,1151.5,162.3,16.7,86,Clean,2-Stroke,196518,167.6,Fixed Pitch,2920,11.1,Constant,Southwest Monsoon,4,Quartering,1.9,0.6,Following,VLSFO,0.0,2983.73
LNG,80519,76507,802.0,112.0,16.5,67,Moderate,2-Stroke,125870,164.9,Fixed Pitch,7545,10.7,Constant,Southwest Monsoon,6,Quartering,3.0,0.6,Head,VLSFO,0.0,6137.3
Bulker,163670,101291,1104.0,155.0,14.8,87,Clean,2-Stroke,130416,166.7,Controllable Pitch,7958,12.5,Variable,Inter-Monsoon,6,Beam,3.0,0.5,Beam,HFO,6.7,9376.63
Container,142521,116094,1042.4,147.5,18.7,83,Clean,2-Stroke,238469,166.1,Fixed Pitch,2103,11.5,Variable,Inter-Monsoon,5,Beam,2.3,0.3,Head,VLSFO,3.6,2328.73
Ro-Ro,26740,29381,486.7,67.7,17.4,98,Moderate,2-Stroke,64077,166.7,Fixed Pitch,5874,15.7,Constant,Southwest Monsoon,3,Beam,1.3,0.2,Beam,HFO,0.0,3469.43
Container,179331,150679,1159.8,163.8,21.8,79,Clean,2-Stroke,369745,166.7,Fixed Pitch,1708,18.2,Constant,Inter-Monsoon,3,Following,1.7,1.7,Head,VLSFO,0.0,4424.37
Ro-Ro,57723,58307,697.6,98.8,20.9,66,Clean,2-Stroke,189716,162.6,Fixed Pitch,7561,17.1,Constant,Southwest Monsoon,5,Following,2.4,2.7,Beam,VLSFO,0.0,7330.39
LNG,87004,78441,843.2,116.8,17.6,59,Moderate,2-Stroke,155576,167.6,Controllable Pitch,888,15.7,Constant,Northeast Monsoon,3,Beam,1.5,0.0,Following,VLSFO,0.0,1026.23
Bulker,128368,76207,993.6,139.8,13.9,56,Moderate,2-Stroke,109670,161.0,Fixed Pitch,1941,13.1,Constant,Southwest Monsoon,8,Beam,4.0,2.8,Beam,VLSFO,0.0,2091.49
LNG,79614,76669,805.7,112.8,16.4,80,Heavy,2-Stroke,116620,160.4,Fixed Pitch,2808,14.7,Variable,Inter-Monsoon,2,Head,1.0,1.2,Following,VLSFO,7.3,2399.49
Bulker,283429,184101,1423.2,199.0,15.9,99,Heavy,2-Stroke,239499,164.3,Fixed Pitch,5078,13.7,Constant,Northeast Monsoon,6,Following,2.7,1.3,Following,HFO,0.0,9650.66
Bulker,85278,51801,823.2,114.4,15.4,52,Clean,2-Stroke,95828,164.2,Fixed Pitch,700,13.8,Variable,Northeast Monsoon,2,Head,0.9,1.6,Following,VLSFO,2.9,386.72
Container,72700,53071,771.3,107.1,22.8,67,Heavy,2-Stroke,226004,156.4,Fixed Pitch,6909,13.0,Constant,Inter-Monsoon,7,Head,3.7,2.6,Head,MGO,0.0,9046.45
Ro-Ro,37272,37760,570.0,79.6,20.0,75,Moderate,2-Stroke,125076,169.5,Fixed Pitch,6987,16.2,Variable,Northeast Monsoon,5,Head,2.5,1.7,Beam,HFO,8.1,5462.57
Ro-Ro,49813,55041,649.3,91.3,19.3,64,Clean,2-Stroke,132035,170.6,Fixed Pitch,7354,11.0,Constant,Inter-Monsoon,7,Quartering,3.3,2.4,Beam,HFO,0.0,4031.85
Bulker,32972,20718,538.7,73.8,15.9,81,Moderate,2-Stroke,61274,166.7,Controllable Pitch,1661,12.3,Variable,Inter-Monsoon,6,Head,2.9,1.1,Beam,VLSFO,6.9,868.53
LNG,98621,87865,879.2,122.4,16.4,55,Moderate,2-Stroke,127796,162.4,Controllable Pitch,2899,9.8,Constant,Southwest Monsoon,2,Quartering,0.8,1.1,Beam,VLSFO,0.0,1656.55
Ro-Ro,10665,11800,321.9,44.9,19.0,65,Moderate,2-Stroke,50048,171.2,Fixed Pitch,2580,12.5,Constant,Southwest Monsoon,2,Head,1.2,1.0,Beam,VLSFO,0.0,619.59
LNG,83952,74350,819.5,115.8,17.7,92,Heavy,2-Stroke,148922,165.3,Fixed Pitch,6706,14.0,Constant,Inter-Monsoon,3,Following,1.7,1.4,Head,HFO,0.0,9733.71
Container,141244,109167,1033.9,145.9,21.2,71,Clean,2-Stroke,327724,162.6,Fixed Pitch,1823,16.6,Variable,Southwest Monsoon,5,Following,2.2,2.2,Head,VLSFO,7.3,3530.76
LNG,81860,80152,804.2,111.5,17.9,79,Clean,2-Stroke,135402,158.0,Fixed Pitch,2726,15.1,Variable,Inter-Monsoon,9,Quartering,4.5,2.4,Following,VLSFO,4.7,1782.67
Ro-Ro,47226,47742,634.1,90.3,17.2,72,Clean,2-Stroke,103476,170.6,Fixed Pitch,2222,9.0,Variable,Northeast Monsoon,5,Following,2.6,1.8,Head,HFO,1.7,1361.36
Bulker,233528,147081,1306.7,181.0,13.7,67,Clean,2-Stroke,135181,165.9,Fixed Pitch,5703,9.2,Constant,Southwest Monsoon,8,Head,3.9,1.2,Beam,VLSFO,0.0,6231.02
Ro-Ro,53156,63239,676.3,95.2,18.8,70,Moderate,2-Stroke,119673,165.9,Fixed Pitch,4991,14.4,Variable,Southwest Monsoon,9,Following,4.5,0.8,Following,MGO,3.7,2808.85
LNG,60990,54771,709.5,100.1,16.5,57,Moderate,2-Stroke,99854,162.8,Controllable Pitch,904,15.0,Constant,Northeast Monsoon,4,Quartering,2.0,2.6,Following,HFO,0.0,452.49
Bulker,89504,49384,847.6,118.1,14.7,63,Clean,2-Stroke,95465,167.6,Controllable Pitch,4515,8.7,Constant,Southwest Monsoon,2,Following,1.2,2.3,Beam,VLSFO,0.0,2142.41
Bulker,102838,59879,897.9,124.9,13.2,52,Clean,2-Stroke,79559,172.2,Fixed Pitch,1097,9.5,Constant,Inter-Monsoon,8,Quartering,4.2,2.3,Beam,MGO,0.0,660.75
Ro-Ro,29871,34874,519.5,71.5,20.9,55,Moderate,2-Stroke,108578,161.5,Fixed Pitch,3832,19.1,Constant,Inter-Monsoon,9,Head,4.6,1.8,Head,HFO,0.0,4104.95
Ro-Ro,10634,12370,322.3,45.3,19.3,69,Moderate,2-Stroke,46473,163.9,Fixed Pitch,5154,11.8,Constant,Southwest Monsoon,6,Head,2.9,1.5,Following,VLSFO,0.0,931.09
Container,133060,113409,1013.7,143.2,21.3,74,Heavy,2-Stroke,300179,167.4,Controllable Pitch,7170,15.9,Constant,Inter-Monsoon,9,Quartering,4.5,1.1,Beam,LNG,0.0,12119.27
Bulker,213751,137603,1247.6,175.3,15.6,50,Clean,2-Stroke,184227,164.1,Fixed Pitch,4174,13.3,Constant,Inter-Monsoon,4,Following,2.3,0.4,Head,MGO,0.0,5368.77
LNG,112219,98128,941.0,130.7,19.7,64,Heavy,2-Stroke,231562,173.5,Fixed Pitch,7041,11.4,Variable,Inter-Monsoon,2,Following,0.7,2.3,Following,VLSFO,9.7,4486.38
